# CONFIG: NODES=50000 | MAP=20000 | MAX_RANGE=500 (Euclidean)
# ID Costo X Y
1363 981 5823 58
1364 881 18770 12831
1365 196 18595 1061
1366 953 19739 10427
1367 116 7238 18531
1368 349 16258 4608
1369 365 2549 7798
1370 661 10469 5501
1371 467 2907 11001
1372 224 373 8690
1373 368 8176 2221
1374 747 8410 3540
1375 405 41 1577
1376 180 14359 13751
1377 912 13566 16157
1378 569 12409 11509
1379 858 12299 3323
1380 676 15711 18941
1381 472 7391 5329
1382 311 2415 1094
1383 277 657 10443
1384 360 3431 2431
1385 174 5574 12303
1386 974 2457 17925
1387 618 3050 11073
1388 451 15818 1015
1389 921 5406 19900
1390 64 14227 5147
1391 220 3318 10849
1392 723 6225 13411
1393 281 18157 17698
1394 253 9224 9745
1395 412 3142 1626
1396 870 18735 18011
1397 65 16087 5032
1398 447 11823 125
1399 853 2871 9651
1400 214 19667 15739
1401 221 3178 843
1402 93 5597 9562
1403 325 15517 3784
1404 510 13024 15431
1405 667 8683 2986
1406 199 17829 12698
1407 388 12157 12499
1408 55 6113 14607
1409 486 8627 14409
1410 867 8631 7413
1411 73 8800 18489
1412 97 4952 3168
1413 433 11265 17742
1414 576 19324 7455
1415 848 1998 12684
1416 998 17123 13717
1417 596 17547 15559
1418 316 7721 15606
1419 934 2587 12936
1420 594 1137 16452
1421 703 16935 18726
1422 982 4831 3941
1423 981 14714 5664
1424 837 5477 6943
1425 53 6315 4134
1426 709 13873 2567
1427 852 14266 6616
1428 274 4845 19498
1429 99 10477 2195
1430 416 12717 18230
1431 887 18089 10686
1432 479 9050 17029
1433 545 405 19253
1434 434 13749 3687
1435 590 4903 4856
1436 786 19265 19093
1437 586 3283 3461
1438 898 3309 9374
1439 908 17551 11267
1440 402 13464 8655
1441 633 15911 18744
1442 186 15500 1227
1443 157 9024 13204
1444 49 19944 13163
1445 717 12969 10862
1446 773 7784 1615
1447 928 15571 8800
1448 355 12204 662
1449 297 9930 10189
1450 899 16109 3218
1451 317 7469 4403
1452 285 14519 10514
1453 671 13656 19823
1454 462 2925 6158
1455 768 6926 13342
1456 898 15874 16924
1457 537 12252 1841
1458 328 5209 2150
1459 148 16606 13218
1460 39 17179 18634
1461 906 5693 6316
1462 265 6577 1888
1463 61 1083 14956
1464 290 11808 6524
1465 527 12070 15211
1466 707 13007 4059
1467 391 1001 7927
1468 466 16016 19465
1469 610 5819 15551
1470 362 18066 11460
1471 776 5358 8475
1472 38 2961 9341
1473 176 12666 1626
1474 887 18751 7022
1475 703 7253 7376
1476 677 6774 8817
1477 30 13418 16819
1478 943 291 15535
1479 625 4335 5675
1480 268 277 7332
1481 739 19934 10009
1482 926 9023 13887
1483 480 12336 11426
1484 487 8257 7150
1485 854 9900 17060
1486 114 13013 19152
1487 688 240 16761
1488 672 12262 18397
1489 299 19456 19957
1490 503 9780 3542
1491 293 2091 11019
1492 277 10654 9072
1493 163 9790 6172
1494 931 16950 7874
1495 423 1860 19661
1496 748 10472 4585
1497 312 834 16297
1498 424 8500 13715
1499 607 12722 1157
1500 361 18744 6223
1501 663 7286 17518
1502 529 15588 11747
1503 870 9836 5570
1504 310 18292 5935
1505 141 3198 15426
1506 791 8475 18318
1507 680 5998 10998
1508 373 2926 7282
1509 440 7318 10062
1510 276 10856 12179
1511 484 19187 9635
1512 64 3859 15418
1513 976 19122 19015
1514 920 2333 15473
1515 132 6374 16399
1516 315 12506 17361
1517 901 13536 1771
1518 215 4940 4501
1519 593 11228 13408
1520 333 14993 4693
1521 509 5909 2648
1522 330 10899 5794
1523 472 1900 154
1524 789 8962 6861
1525 792 5524 18883
1526 814 5191 16042
1527 639 2884 4240
1528 423 14211 14070
1529 402 14058 15643
1530 556 152 1236
1531 982 6534 12225
1532 785 461 10558
1533 28 17400 6244
1534 241 135 8153
1535 142 11283 10226
1536 525 3365 12568
1537 181 19289 10030
1538 315 2139 1498
1539 755 9529 14939
1540 546 17048 19541
1541 919 11070 14210
1542 933 4384 11230
1543 778 16062 11771
1544 980 6174 5402
1545 243 13218 626
1546 226 7350 4299
1547 526 718 19323
1548 385 5537 4035
1549 907 1224 12294
1550 648 8381 17522
1551 59 1592 19461
1552 59 3542 646
1553 464 3794 13656
1554 570 12460 4049
1555 728 8281 15545
1556 721 5017 6733
1557 440 304 9866
1558 286 3308 17049
1559 438 19845 4494
1560 746 3437 16763
1561 126 3857 9263
1562 213 3482 16309
1563 806 19955 6545
1564 216 8617 17142
1565 312 11728 13426
1566 571 5255 1291
1567 714 16264 6805
1568 250 15750 10833
1569 697 89 417
1570 865 2916 3618
1571 162 18813 16190
1572 86 2951 16767
1573 669 3319 8385
1574 313 7574 14966
1575 61 8654 15213
1576 905 3270 5724
1577 378 1292 9521
1578 766 10246 13959
1579 881 3797 3112
1580 882 1503 316
1581 346 4534 5587
1582 988 11715 14343
1583 391 8791 3045
1584 126 11230 5992
1585 995 13132 13115
1586 865 14959 8907
1587 829 12639 15671
1588 125 13819 5465
1589 975 4342 1921
1590 436 5223 3398
1591 831 19357 15816
1592 195 18643 14357
1593 636 12443 11750
1594 504 944 4281
1595 918 15994 3700
1596 57 13476 14440
1597 680 2075 8572
1598 731 10296 405
1599 751 17197 18895
1600 988 18514 7339
1601 545 11085 17009
1602 687 3120 14183
1603 364 8145 15791
1604 869 12611 4871
1605 21 18295 1788
1606 879 5142 16566
1607 900 15377 16247
1608 779 5419 2453
1609 256 16110 10506
1610 61 10842 9114
1611 573 16611 7297
1612 846 12407 13214
1613 480 7700 2583
1614 468 14555 18777
1615 467 2884 16333
1616 519 10356 3889
1617 423 582 3363
1618 580 13511 1174
1619 855 17992 5
1620 996 2978 19798
1621 585 9981 16657
1622 983 6778 14949
1623 855 11169 11906
1624 874 1778 7304
1625 583 14891 10878
1626 743 19659 15503
1627 126 11904 14828
1628 12 3192 7266
1629 859 11185 11637
1630 544 9567 17946
1631 56 12251 3483
1632 153 5379 16135
1633 270 13409 3504
1634 133 6419 6145
1635 478 12874 7064
1636 120 6244 11073
1637 958 13581 1523
1638 800 19294 4037
1639 684 14762 14987
1640 147 19310 16521
1641 553 16345 142
1642 967 1591 18128
1643 504 14182 19173
1644 718 16657 5806
1645 758 18958 5690
1646 406 4206 3393
1647 913 19678 19862
1648 912 10546 16518
1649 633 12604 13718
1650 417 8134 8965
1651 473 11234 9639
1652 432 4370 4527
1653 316 19743 16786
1654 738 17950 10286
1655 215 18139 7121
1656 713 6871 9521
1657 737 11314 4347
1658 565 5826 16511
1659 789 10563 3781
1660 501 11542 18424
1661 975 19097 18698
1662 302 13679 17494
1663 545 13840 418
1664 400 3488 828
1665 696 4762 1738
1666 283 1854 6550
1667 709 5273 9391
1668 869 8210 4798
1669 218 2032 9671
1670 377 17733 1058
1671 640 14830 3358
1672 770 18411 7350
1673 253 18391 12743
1674 719 16741 9425
1675 406 1539 12503
1676 999 13650 10245
1677 23 18092 1762
1678 645 8235 6654
1679 943 14518 7390
1680 569 12050 19280
1681 804 19771 6437
1682 469 6340 9639
1683 201 5813 2440
1684 132 5694 16837
1685 448 12360 1331
1686 280 9145 18238
1687 608 4262 5273
1688 348 8356 184
1689 50 15280 5072
1690 621 5036 10571
1691 512 1666 9868
1692 376 18765 18027
1693 548 2388 10415
1694 543 7207 6025
1695 173 2234 16552
1696 559 13629 17795
1697 367 13219 3012
1698 689 7248 6991
1699 379 10875 10848
1700 983 9619 7158
1701 584 17383 15560
1702 694 288 3759
1703 256 11337 14603
1704 708 7989 1306
1705 947 10516 12496
1706 272 3715 12644
1707 35 17702 9267
1708 536 16936 12286
1709 508 16670 14600
1710 929 1436 9713
1711 536 6308 10496
1712 181 2698 3144
1713 17 17628 17472
1714 696 2145 6906
1715 865 6985 13900
1716 560 3405 6736
1717 774 14261 2363
1718 480 5038 778
1719 99 10869 1241
1720 192 2400 1778
1721 82 8254 18287
1722 942 18840 7459
1723 407 8475 13357
1724 453 14782 13252
1725 408 10367 553
1726 16 3876 17525
1727 56 2072 19189
1728 960 2378 11721
1729 306 16476 3477
1730 98 9874 19875
1731 400 9224 14341
1732 495 12947 1009
1733 235 5122 17480
1734 825 4468 12812
1735 993 17882 9665
1736 703 4721 9766
1737 576 12226 365
1738 136 18188 4632
1739 596 1368 164
1740 560 19551 12913
1741 322 17941 2789
1742 226 6883 11267
1743 155 13521 16795
1744 236 5274 6029
1745 127 8281 6367
1746 882 5942 18589
1747 482 1782 17984
1748 307 18011 2396
1749 110 2207 8214
1750 508 6468 19024
1751 141 10841 11702
1752 301 7685 3278
1753 335 2287 6340
1754 346 15920 14766
1755 166 10016 19142
1756 383 18532 18574
1757 182 10365 14034
1758 262 158 10263
1759 293 7258 14290
1760 705 11779 4400
1761 483 10864 15727
1762 803 14593 11755
1763 574 10009 15957
1764 671 3566 5759
1765 871 19877 2686
1766 922 9195 4587
1767 279 17649 6436
1768 923 2505 2470
1769 656 610 16619
1770 602 1022 19067
1771 227 13275 19334
1772 276 1201 18074
1773 493 17808 17684
1774 411 4870 11987
1775 760 7317 19320
1776 485 9535 4387
1777 102 16420 16725
1778 524 13001 11923
1779 878 347 7827
1780 153 5434 16847
1781 193 14621 5217
1782 685 18558 18540
1783 971 4790 15843
1784 234 11757 1324
1785 74 15979 7593
1786 249 8662 12105
1787 540 1402 6775
1788 490 11837 12717
1789 50 14897 1521
1790 730 10619 3382
1791 864 17084 8961
1792 567 8628 18960
1793 395 18683 5696
1794 611 12403 11970
1795 267 2550 16930
1796 538 12331 7303
1797 846 13298 11563
1798 821 11306 15953
1799 16 15797 19798
1800 460 16444 4553
1801 88 5426 7536
1802 226 16860 9201
1803 171 4923 6124
1804 744 11869 19727
1805 434 3877 7547
1806 503 10820 3713
1807 225 15689 15696
1808 672 19359 5283
1809 259 13464 735
1810 597 1413 4190
1811 147 19410 5279
1812 922 16798 1284
1813 67 18752 4812
1814 954 5450 8462
1815 991 5899 16929
1816 587 13285 19639
1817 979 610 9288
1818 469 2809 7097
1819 898 19874 15447
1820 234 15783 5589
1821 156 13460 19688
1822 648 19092 5959
1823 181 16738 8667
1824 620 11228 14859
1825 245 19352 2255
1826 145 12393 12630
1827 217 3557 542
1828 710 17128 16526
1829 630 13755 4900
1830 497 3155 5813
1831 908 19654 1279
1832 780 17413 16493
1833 503 3850 3053
1834 562 4270 19774
1835 544 39 14139
1836 905 13784 12136
1837 449 1423 17361
1838 818 7519 15798
1839 613 12492 11485
1840 445 18878 3201
1841 498 4387 8340
1842 300 7618 2746
1843 428 19604 17816
1844 15 8447 6193
1845 545 233 18939
1846 17 3861 17031
1847 714 12288 6731
1848 380 10351 13397
1849 446 3492 5071
1850 277 19181 8311
1851 588 17567 13879
1852 706 11981 9029
1853 433 13023 6674
1854 504 18091 18270
1855 582 5856 12131
1856 269 18183 15851
1857 362 10048 18928
1858 885 13045 4524
1859 467 3902 7529
1860 229 5301 3285
1861 814 16657 13125
1862 638 11089 18041
1863 408 1705 5267
1864 853 173 2984
1865 958 4762 15455
1866 100 19668 14266
1867 237 2099 8620
1868 633 12151 2622
1869 963 1237 12593
1870 303 13128 17072
1871 978 19577 1882
1872 459 5743 16199
1873 880 350 6609
1874 209 16978 9371
1875 532 1101 19644
1876 639 16902 7591
1877 378 5553 1181
1878 171 7839 9
1879 808 2845 9041
1880 695 13088 11571
1881 610 12948 13285
1882 25 6563 16965
1883 572 2248 2954
1884 946 9322 18321
1885 365 19101 11406
1886 630 9060 7415
1887 962 6374 14901
1888 14 13236 18838
1889 426 8555 5735
1890 582 16588 3488
1891 311 2371 16487
1892 832 11140 3834
1893 907 16819 8444
1894 266 17626 18838
1895 586 14508 12356
1896 785 15847 7971
1897 707 11130 15035
1898 892 15096 19229
1899 129 896 15793
1900 401 8448 2213
1901 829 7221 7534
1902 988 10345 13514
1903 558 11570 16924
1904 264 318 8629
1905 418 9413 3047
1906 577 11206 2491
1907 331 5848 15615
1908 925 11584 7161
1909 197 18799 8817
1910 764 6231 16351
1911 763 6542 7695
1912 221 7931 8696
1913 864 7510 6644
1914 169 8182 11666
1915 952 3495 3928
1916 638 2571 16143
1917 990 217 17743
1918 390 1384 15803
1919 929 10335 16133
1920 512 18825 9002
1921 296 5992 16748
1922 778 13037 7277
1923 65 18896 4202
1924 499 17227 13866
1925 524 17719 1067
1926 891 11379 12901
1927 133 5727 14981
1928 333 16980 15075
1929 700 275 387
1930 604 6905 12433
1931 380 3301 10663
1932 571 8509 6132
1933 285 8613 7770
1934 384 15445 11242
1935 444 6026 16343
1936 727 6898 13732
1937 884 12199 11962
1938 471 13126 9162
1939 144 5894 18723
1940 843 18870 7489
1941 833 3272 8845
1942 452 7726 18197
1943 159 12480 6424
1944 835 4900 15498
1945 441 319 5787
1946 924 16370 4406
1947 747 16941 17497
1948 317 10345 15945
1949 889 8223 18420
1950 417 18606 1563
1951 71 3243 5352
1952 497 7060 8332
1953 772 3155 14740
1954 379 10966 8512
1955 580 11806 18361
1956 30 8444 11276
1957 369 13492 3972
1958 600 19843 6519
1959 188 18870 17643
1960 342 9326 11636
1961 803 16726 15974
1962 400 14645 2569
1963 656 9388 15196
1964 665 4746 5491
1965 656 11055 13822
1966 879 18731 13263
1967 175 2337 2592
1968 331 11259 7478
1969 737 10383 9547
1970 670 8764 19837
1971 918 12958 8888
1972 775 14578 11900
1973 998 19232 17070
1974 181 14755 13565
1975 138 6025 756
1976 973 7688 8245
1977 180 2623 6900
1978 107 13010 3375
1979 571 2090 15505
1980 799 1763 863
1981 793 13009 17169
1982 278 2727 3405
1983 680 5088 2762
1984 244 12774 10137
1985 463 8106 9311
1986 549 4142 4301
1987 45 5590 936
1988 894 11692 10656
1989 901 15602 15308
1990 571 17713 8926
1991 981 14576 4427
1992 615 17671 5801
1993 656 19581 14960
1994 546 18480 14253
1995 940 17491 10146
1996 562 11376 15782
1997 462 7442 2934
1998 432 10088 11985
1999 320 8513 5102
2000 545 345 3
2001 303 4466 11268
2002 18 15374 17534
2003 316 16119 15632
2004 827 299 14104
2005 246 9598 19562
2006 392 236 17963
2007 913 6179 13491
2008 414 18368 14323
2009 742 8188 5350
2010 235 12770 12398
2011 442 8617 2595
2012 792 7849 16928
2013 674 8908 9328
2014 432 17430 8808
2015 196 6160 2243
2016 123 4476 9489
2017 288 14920 14836
2018 338 16121 6153
2019 60 635 4985
2020 200 17529 725
2021 285 3351 9244
2022 754 4097 14366
2023 102 268 7628
2024 515 4937 482
2025 440 7116 11203
2026 390 10209 16331
2027 348 15194 1039
2028 67 2628 4787
2029 83 8732 12858
2030 195 17799 15405
2031 846 6297 8194
2032 134 12503 413
2033 799 8157 12609
2034 765 14514 8099
2035 481 1098 6526
2036 691 3078 17076
2037 408 6830 15493
2038 172 10227 10586
2039 543 1382 18008
2040 502 4002 8300
2041 379 9791 6511
2042 125 1706 7136
2043 342 7732 14226
2044 823 493 5484
2045 132 9047 19159
2046 19 12969 7965
2047 812 1376 19040
2048 168 15573 19536
2049 264 12169 2932
2050 103 5167 16381
2051 71 11089 1967
2052 728 11649 5043
2053 138 17575 3519
2054 334 15985 7624
2055 834 18296 11380
2056 31 14375 6323
2057 751 12378 11736
2058 930 4414 8214
2059 733 1293 15902
2060 311 14336 18318
2061 204 17784 16059
2062 566 18569 6115
2063 759 11392 10606
2064 898 15348 9021
2065 174 19617 18170
2066 168 2256 17404
2067 849 14725 9688
2068 385 8629 17747
2069 804 14879 23
2070 761 16579 12420
2071 644 6079 613
2072 338 11930 7824
2073 848 2075 17660
2074 546 12697 6221
2075 167 16303 18070
2076 429 9277 10570
2077 108 10552 3619
2078 54 17144 2184
2079 904 4252 5853
2080 119 1024 6621
2081 111 15904 6278
2082 667 1042 18710
2083 548 12733 16053
2084 60 19342 8386
2085 630 12004 7232
2086 962 2322 428
2087 960 6839 16102
2088 830 2620 15337
2089 581 1989 11826
2090 823 13629 12093
2091 551 1910 8710
2092 864 1332 2306
2093 977 9958 2553
2094 109 7074 17022
2095 554 3316 7569
2096 207 12626 6208
2097 593 17242 8151
2098 777 5862 18298
2099 774 18289 13604
2100 376 3457 18892
2101 914 15031 13994
2102 821 3411 5466
2103 421 5911 18021
2104 683 16537 11059
2105 624 5183 17494
2106 934 14516 11544
2107 342 10326 18025
2108 792 12180 13511
2109 633 14109 10598
2110 568 7887 18453
2111 794 7009 12290
2112 378 18030 8325
2113 992 14824 14663
2114 753 13011 6
2115 620 1135 9321
2116 148 534 16961
2117 317 9890 215
2118 886 7270 7039
2119 800 10318 711
2120 533 9042 18142
2121 958 18229 18699
2122 106 18730 5069
2123 374 1236 15085
2124 281 5115 4535
2125 265 12028 19076
2126 840 7634 8396
2127 594 9840 3011
2128 949 13100 18647
2129 750 7124 2529
2130 187 10639 15811
2131 849 15999 18881
2132 667 3124 19504
2133 758 9843 1224
2134 90 18883 12502
2135 366 1832 10957
2136 962 14231 13648
2137 775 3949 7429
2138 659 19736 374
2139 322 12533 1773
2140 336 17182 1349
2141 163 17692 18511
2142 724 10709 16462
2143 61 7235 5019
2144 780 12873 14601
2145 526 19501 18849
2146 452 2951 7277
2147 161 9495 12921
2148 94 4331 11015
2149 773 15592 18724
2150 418 1615 17961
2151 418 8603 2787
2152 802 16443 14237
2153 502 4272 4419
2154 509 18327 6491
2155 210 12953 18721
2156 262 18388 17178
2157 282 7940 2347
2158 711 14092 10597
2159 125 18874 2935
2160 384 13552 13878
2161 338 11413 6241
2162 681 11289 19460
2163 183 793 9988
2164 648 11459 14490
2165 55 4778 14433
2166 711 7650 6543
2167 785 12249 5111
2168 767 2811 3682
2169 981 1787 7964
2170 24 4839 9426
2171 322 11248 3646
2172 33 14747 15439
2173 767 10874 6848
2174 218 17629 6942
2175 778 17905 17146
2176 504 8475 17983
2177 395 4631 602
2178 54 19103 17262
2179 71 8370 5581
2180 818 9306 6576
2181 486 8889 1739
2182 407 273 2182
2183 895 8890 11803
2184 309 3535 625
2185 399 12665 7574
2186 935 16663 3263
2187 897 10336 15881
2188 100 19565 17418
2189 522 6108 6516
2190 958 15007 18372
2191 263 704 1302
2192 351 17347 9991
2193 772 16054 12890
2194 365 5144 602
2195 650 11531 11645
2196 523 9906 7739
2197 650 9039 2031
2198 921 8443 12686
2199 981 965 18184
2200 165 9181 7391
2201 682 11199 12872
2202 757 4497 2876
2203 993 12524 17062
2204 256 7452 13675
2205 446 18772 5005
2206 347 10236 19836
2207 144 14718 17767
2208 604 6775 4540
2209 893 17739 6629
2210 715 4525 10125
2211 450 17164 4431
2212 949 4756 18508
2213 79 5178 10403
2214 981 18262 17464
2215 335 3879 6033
2216 793 4768 966
2217 994 10442 13567
2218 463 13475 9940
2219 807 8971 4979
2220 144 6158 3498
2221 790 6053 858
2222 590 8744 19844
2223 247 7566 19541
2224 377 7566 854
2225 147 2604 15617
2226 490 16460 19815
2227 882 12253 6028
2228 495 12696 16103
2229 207 4506 5366
2230 428 7414 1056
2231 983 491 8842
2232 770 13534 7292
2233 77 6646 6703
2234 897 5802 14394
2235 897 16054 10646
2236 447 14992 8086
2237 632 13266 1370
2238 413 12464 10253
2239 559 18741 19457
2240 543 17210 1261
2241 477 3582 14798
2242 541 1389 8051
2243 762 17624 12963
2244 406 1286 18274
2245 204 16912 1615
2246 417 9541 14403
2247 482 9979 9368
2248 311 5455 13843
2249 935 1787 16940
2250 859 4660 15190
2251 749 14801 2963
2252 194 16405 3708
2253 148 19183 17904
2254 341 12880 13551
2255 193 14774 816
2256 928 14866 19343
2257 102 6616 14899
2258 718 8194 10619
2259 103 5373 4048
2260 659 3740 14725
2261 546 11892 2795
2262 636 12585 16766
2263 573 5239 12408
2264 796 12471 1438
2265 589 5599 10983
2266 899 4918 5312
2267 797 4738 5861
2268 325 1681 13748
2269 305 10142 14622
2270 930 5921 3852
2271 13 4311 6647
2272 479 8293 400
2273 566 16306 16339
2274 913 188 19922
2275 232 16169 7794
2276 474 19295 15588
2277 91 13439 14479
2278 16 19700 19664
2279 294 8018 17935
2280 60 18269 6803
2281 66 6056 4858
2282 158 11436 1203
2283 868 1062 18942
2284 349 19768 9779
2285 121 2873 1606
2286 175 13662 5840
2287 596 9318 19495
2288 999 18421 5813
2289 378 14920 18971
2290 796 1174 3051
2291 387 9807 10578
2292 786 12417 2217
2293 76 14002 18037
2294 147 9595 15427
2295 347 3998 8992
2296 547 17270 13558
2297 636 6876 6850
2298 595 1906 3581
2299 505 17332 2872
2300 447 19817 9410
2301 275 19950 10370
2302 648 17216 18846
2303 639 11595 4250
2304 542 18436 16265
2305 837 16309 16138
2306 248 5895 19969
2307 11 9518 6342
2308 486 3873 785
2309 828 3864 6793
2310 56 13586 13567
2311 583 10937 11457
2312 665 6957 370
2313 270 6592 9228
2314 317 2222 10085
2315 341 16603 18022
2316 712 200 3730
2317 415 10921 11185
2318 862 18642 954
2319 348 5755 6357
2320 948 11073 15699
2321 671 15548 1165
2322 169 4448 15777
2323 927 15093 17595
2324 812 10980 15154
